page_id	n_clicks	n_from_art	n_act_links	n_from_proj	n_proj_act
3280825	601	67	4	45	3
1812048	348	73	4	52	3
2881558	898	377	6	159	1
9734651	731	85	2	74	1
10264704	838	392	4	0	0
47839149	35330	2950	32	714	9
2887468	576	36	1	36	1
3197944	31	0	0	0	0
8381218	67	37	2	22	1
3086260	119	56	1	56	1
4705549	218	11	1	11	1
6025646	185	42	1	0	0
3618355	630	296	8	263	7
6716488	18	0	0	0	0
383485	2634	362	14	303	11
381677	222	13	1	13	1
13937444	370	38	1	0	0
5993420	71	0	0	0	0
12879192	33	0	0	0	0
6494016	186	61	2	0	0
995538	299	40	2	40	2
6637662	368	204	6	74	2
408356	133	13	1	13	1
13297990	72	31	1	0	0
1257619	1052	110	6	67	3
1833532	1509	712	8	55	2
13960482	702	345	6	233	5
503580	16956	516	10	0	0
2063924	10074	4271	41	2745	19
2309879	1130	225	3	56	1
60953	5594	841	12	43	2
13958538	179	44	1	0	0
9090116	1572	272	7	132	4
47837263	36506	6026	60	2904	18
330837	507	130	3	27	1
9637386	413	155	5	155	5
5242322	657	289	9	184	3
3313298	1307	96	5	58	3
19308901	580	77	4	52	3
3531305	1566	492	10	324	6
875723	288	23	1	23	1
823361	3907	677	18	532	12
6117708	316	72	4	20	1
8789714	488	241	6	146	3
919329	729	162	5	146	4
12068782	198	33	2	22	1
11124869	187	45	2	33	1
2019511	721	122	3	82	2
11923899	1797	198	4	128	2
739826	1231	531	16	237	8
11714132	425	133	2	122	1
11829622	161	0	0	0	0
5341441	10705	4281	43	529	9
4850921	5217	2144	15	1579	8
13180488	5547	165	6	66	2
216140	19016	3251	52	706	7
2660053	3173	1373	11	233	4
13967334	480	83	4	64	3
15152042	440	21	1	21	1
644162	1282	593	11	433	6
8425055	139	0	0	0	0
571122	25121	6587	119	2613	36
875842	2350	415	11	377	9
5015484	1645	596	11	313	4
11078673	383	81	3	0	0
4583356	48	13	1	0	0
11011530	194	12	1	12	1
4237048	14742	1860	35	1196	16
368463	831	175	5	17	1
288437	2709	548	12	445	9
683693	2944	891	25	632	19
3562833	866	411	8	206	5
1344086	0	0	0	0	0
198681	776	281	10	164	6
3423075	1445	674	10	531	6
450023	65080	2990	54	257	9
10789112	3557	192	5	153	3
277552	3785	922	18	884	16
13660429	773	234	5	73	1
7220970	4291	312	7	286	5
302565	399	166	5	112	3
420504	0	0	0	0	0
7016735	69	0	0	0	0
51851	5446	1632	34	1292	26
146743	8197	3514	42	3064	31
564359	2381	258	10	125	4
221564	2398	586	19	443	13
44498	7312	2259	57	1731	39
72595	14685	3535	53	1602	22
3224065	10912	942	23	499	9
1524698	137	14	1	14	1
5001242	1270	323	8	311	7
23736078	4058	2130	46	1838	39
58495	6626	2662	47	1968	32
55023	13576	5749	101	4933	77
2544709	287	0	0	0	0
15276842	1238	360	15	310	12
3898742	897	88	2	31	1
15521943	821	157	4	70	2
15689474	1483	429	5	400	4
1942564	10229	3997	48	3242	26
195545	3045	761	25	405	16
442695	762	193	4	43	2
6934277	3668	678	17	600	15
344618	5960	1837	36	827	16
3291184	1530	581	11	553	9
6192564	1241	494	5	473	4
6209312	630	364	4	349	3
6220213	375	200	1	200	1
5533292	909	354	4	325	2
6220250	883	537	2	487	1
25217	37780	9862	115	2516	36
2610770	85	28	2	0	0
12154043	706	287	2	244	1
196741	38481	4195	84	378	12
10443917	1917	133	1	133	1
10443808	2566	148	2	148	2
10444191	891	245	5	133	4
10444037	2735	307	6	185	3
10974498	2705	666	8	200	6
10444102	2854	675	19	487	13
5590472	227	76	3	60	2
3092099	2127	329	9	293	7
14483789	3392	284	7	85	4
6878687	4856	437	8	143	5
2077484	167	48	2	48	2
264021	1086	41	2	0	0
4145936	496	191	3	191	3
54752	4593	546	14	424	10
304061	4658	838	18	468	10
847057	2551	248	6	179	4
530220	5869	1104	23	768	15
12757809	918	277	9	26	1
2175187	3854	472	6	63	2
412684	4906	1961	18	1572	11
30876310	3819	1292	33	945	19
312285	15337	6079	65	4788	38
369971	13081	2861	24	2265	15
1332690	10824	3512	16	355	5
1137633	2160	573	13	520	11
15120881	487	65	4	0	0
10652460	0	0	0	0	0
9910598	108	0	0	0	0
1381317	3815	626	19	238	4
39394453	0	0	0	0	0
13700525	140	0	0	0	0
2224021	3165	346	9	196	3
6021781	2453	156	9	125	7
1385997	17026	7274	14	368	5
149655	8176	2689	48	2465	39
23306833	44732	6530	85	2304	28
647645	1519	118	4	47	2
3167888	2792	998	11	0	0
1570860	188	22	1	22	1
3116760	8103	2324	17	574	9
3085859	122	17	1	17	1
1932209	3786	1366	32	1057	23
243871	10396	3377	59	1457	21
11305106	444	22	1	22	1
8750146	20641	891	21	800	17
